model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,sccs,size1,size2,size3,date
wiki_link_en,12150977,378142420,trim,16,96.637,37102,4,37102,37102,37102,0,0,2019-11-05.16:04:59
wiki-links,5710993,130160392,trim,16,72.25,7415,4,7415,7415,7415,0,0,2019-11-05.16:05:03
wiki_talk_en,2987536,24981163,trim,16,13.654,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.16:05:06
youtube-links,1138500,4942297,trim,16,6.441,600414,6,600414,600414,600414,0,0,2019-11-05.16:05:06
baidu,2141301,17794839,ufscc,16,92.177,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:05:06
-bakery.6,11845035,40400559,ufscc,16,299.342,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:05:08
-cambridge.6,3354295,9483191,ufscc,16,65.275,-1,-1,-1,8413,8412,0,0,2019-11-05.16:05:09
dbpedia,3966925,13820853,ufscc,16,56.641,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:05:10
dbpedia-link,18268993,172183984,ufscc,16,951.048,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:05:16
-leader-filters.7,26302351,91692858,ufscc,16,295.144,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:05:20
livej,4847571,68993773,ufscc,16,516.75,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:05:22
patent,3774768,16518948,ufscc,16,121.707,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:05:23
pokec,1632804,30622564,ufscc,16,242.994,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:05:24
random,10000001,100000000,ufscc,16,1633.635,-1,-1,-1,877,876,0,0,2019-11-05.16:05:30
rmat,9999994,100000000,ufscc,16,1675.778,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:05:35
ssca2,1048577,157877986,ufscc,16,279.175,-1,-1,-1,31,29,1,0,2019-11-05.16:05:40
wiki_link_en,12150977,378142420,ufscc,16,1474.865,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:05:52
wiki-links,5710993,130160392,ufscc,16,707.124,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.16:05:57
wiki_talk_en,2987536,24981163,ufscc,16,138.773,-1,-1,-1,2736716,2735641,992,58,2019-11-05.16:05:59
youtube-links,1138500,4942297,ufscc,16,51.088,-1,-1,-1,613423,602053,8696,1709,2019-11-05.16:05:59
baidu,2141301,17794839,tarjan,1,399.609,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:06:00
-bakery.6,11845035,40400559,tarjan,1,886.991,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:06:03
-cambridge.6,3354295,9483191,tarjan,1,159.303,-1,-1,-1,8413,8412,0,0,2019-11-05.16:06:04
dbpedia,3966925,13820853,tarjan,1,267.341,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:06:05
dbpedia-link,18268993,172183984,tarjan,1,4680.202,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:06:15
-leader-filters.7,26302351,91692858,tarjan,1,936.621,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:06:20
livej,4847571,68993773,tarjan,1,2365.786,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:06:24
patent,3774768,16518948,tarjan,1,834.217,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:06:26
pokec,1632804,30622564,tarjan,1,1071.74,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:06:28
random,10000001,100000000,tarjan,1,26910.223,-1,-1,-1,877,876,0,0,2019-11-05.16:06:59
rmat,9999994,100000000,tarjan,1,17178.887,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:07:21
ssca2,1048577,157877986,tarjan,1,864.985,-1,-1,-1,31,29,1,0,2019-11-05.16:07:26
wiki_link_en,12150977,378142420,tarjan,1,6963.656,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:07:44
wiki-links,5710993,130160392,tarjan,1,4359.688,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.16:07:53
wiki_talk_en,2987536,24981163,tarjan,1,413.876,-1,-1,-1,2736716,2735641,992,58,2019-11-05.16:07:55
youtube-links,1138500,4942297,tarjan,1,189.751,-1,-1,-1,613423,602053,8696,1709,2019-11-05.16:07:56
baidu,2141301,17794839,fasttrim,1,100.946,598975,-1,598975,0,0,0,0,2019-11-05.16:07:56
-bakery.6,11845035,40400559,fasttrim,1,505.229,2636196,-1,2636196,0,0,0,0,2019-11-05.16:07:59
-cambridge.6,3354295,9483191,fasttrim,1,149.176,8412,-1,8412,0,0,0,0,2019-11-05.16:07:59
dbpedia,3966925,13820853,fasttrim,1,142.94,1437127,-1,1437127,0,0,0,0,2019-11-05.16:08:00
dbpedia-link,18268993,172183984,fasttrim,1,1117.026,8143619,-1,8143619,0,0,0,0,2019-11-05.16:08:07
-leader-filters.7,26302351,91692858,fasttrim,1,759.562,26302351,-1,26302351,0,0,0,0,2019-11-05.16:08:12
livej,4847571,68993773,fasttrim,1,433.326,592952,-1,592952,0,0,0,0,2019-11-05.16:08:15
patent,3774768,16518948,fasttrim,1,1332.213,3774768,-1,3774768,0,0,0,0,2019-11-05.16:08:17
pokec,1632804,30622564,fasttrim,1,126.3,212042,-1,212042,0,0,0,0,2019-11-05.16:08:18
random,10000001,100000000,fasttrim,1,1282.88,455,-1,455,0,0,0,0,2019-11-05.16:08:23
rmat,9999994,100000000,fasttrim,1,1117.18,2203713,-1,2203713,0,0,0,0,2019-11-05.16:08:28
ssca2,1048577,157877986,fasttrim,1,148.541,11,-1,11,0,0,0,0,2019-11-05.16:08:33
wiki_link_en,12150977,378142420,fasttrim,1,982.015,37102,-1,37102,0,0,0,0,2019-11-05.16:08:45
wiki-links,5710993,130160392,fasttrim,1,444.807,7415,-1,7415,0,0,0,0,2019-11-05.16:08:50
wiki_talk_en,2987536,24981163,fasttrim,1,49.454,2611598,-1,2611598,0,0,0,0,2019-11-05.16:08:52
youtube-links,1138500,4942297,fasttrim,1,40.28,600414,-1,600414,0,0,0,0,2019-11-05.16:08:52
baidu,2141301,17794839,trim,1,181.475,598975,9,598975,598975,598975,0,0,2019-11-05.16:08:53
-bakery.6,11845035,40400559,trim,1,3185.112,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.16:08:58
-cambridge.6,3354295,9483191,trim,1,931.201,8412,65,8412,8412,8412,0,0,2019-11-05.16:08:59
dbpedia,3966925,13820853,trim,1,3213.05,1437127,116,1437127,1437127,1437127,0,0,2019-11-05.16:09:03
dbpedia-link,18268993,172183984,trim,1,1055.072,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.16:09:11
-leader-filters.7,26302351,91692858,trim,1,3869.536,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.16:09:18
livej,4847571,68993773,trim,1,540.033,592952,8,592952,592952,592952,0,0,2019-11-05.16:09:21
patent,3774768,16518948,trim,1,624.049,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.16:09:22
pokec,1632804,30622564,trim,1,101.021,212042,5,212042,212042,212042,0,0,2019-11-05.16:09:23
random,10000001,100000000,trim,1,343.099,455,2,455,455,455,0,0,2019-11-05.16:09:28
rmat,9999994,100000000,trim,1,997.448,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.16:09:33
ssca2,1048577,157877986,trim,1,43.298,11,2,11,11,11,0,0,2019-11-05.16:09:38
wiki_link_en,12150977,378142420,trim,1,23862.801,37102,4,37102,37102,37102,0,0,2019-11-05.16:10:12
wiki-links,5710993,130160392,trim,1,386.719,7415,4,7415,7415,7415,0,0,2019-11-05.16:10:17
wiki_talk_en,2987536,24981163,trim,1,51.844,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.16:10:20
youtube-links,1138500,4942297,trim,1,35.727,600414,6,600414,600414,600414,0,0,2019-11-05.16:10:20
baidu,2141301,17794839,ufscc,1,1045.199,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:10:22
-bakery.6,11845035,40400559,ufscc,1,2482.339,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:10:26
-cambridge.6,3354295,9483191,ufscc,1,573.161,-1,-1,-1,8413,8412,0,0,2019-11-05.16:10:27
dbpedia,3966925,13820853,ufscc,1,590.253,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:10:28
dbpedia-link,18268993,172183984,ufscc,1,11018.241,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:10:45
-leader-filters.7,26302351,91692858,ufscc,1,1866.41,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:10:51
livej,4847571,68993773,ufscc,1,5652.993,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:10:59
patent,3774768,16518948,ufscc,1,1281.925,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:11:01
pokec,1632804,30622564,ufscc,1,2761.488,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:11:05
random,10000001,100000000,ufscc,1,18170.697,-1,-1,-1,877,876,0,0,2019-11-05.16:11:27
rmat,9999994,100000000,ufscc,1,16074.959,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:11:47
ssca2,1048577,157877986,ufscc,1,2733.1,-1,-1,-1,31,29,1,0,2019-11-05.16:11:54
wiki_link_en,12150977,378142420,ufscc,1,17334.737,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:12:23
wiki-links,5710993,130160392,ufscc,1,8623.917,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.16:12:35
wiki_talk_en,2987536,24981163,ufscc,1,999.753,-1,-1,-1,2736716,2735641,992,58,2019-11-05.16:12:39
youtube-links,1138500,4942297,ufscc,1,442.955,-1,-1,-1,613423,602053,8696,1709,2019-11-05.16:12:39
baidu,2141301,17794839,fasttrim,2,53.479,598975,-1,598975,0,0,0,0,2019-11-05.16:12:40
-bakery.6,11845035,40400559,fasttrim,2,288.218,2636196,-1,2636196,0,0,0,0,2019-11-05.16:12:42
-cambridge.6,3354295,9483191,fasttrim,2,78.35,8412,-1,8412,0,0,0,0,2019-11-05.16:12:42
dbpedia,3966925,13820853,fasttrim,2,75.904,1437127,-1,1437127,0,0,0,0,2019-11-05.16:12:43
dbpedia-link,18268993,172183984,fasttrim,2,638.622,8143619,-1,8143619,0,0,0,0,2019-11-05.16:12:50
-leader-filters.7,26302351,91692858,fasttrim,2,924.9,26302351,-1,26302351,0,0,0,0,2019-11-05.16:12:54
livej,4847571,68993773,fasttrim,2,222.787,592952,-1,592952,0,0,0,0,2019-11-05.16:12:56
patent,3774768,16518948,fasttrim,2,695.746,3774768,-1,3774768,0,0,0,0,2019-11-05.16:12:58
pokec,1632804,30622564,fasttrim,2,63.087,212042,-1,212042,0,0,0,0,2019-11-05.16:12:59
random,10000001,100000000,fasttrim,2,625.131,455,-1,455,0,0,0,0,2019-11-05.16:13:04
rmat,9999994,100000000,fasttrim,2,574.622,2203713,-1,2203713,0,0,0,0,2019-11-05.16:13:08
ssca2,1048577,157877986,fasttrim,2,66.408,11,-1,11,0,0,0,0,2019-11-05.16:13:12
wiki_link_en,12150977,378142420,fasttrim,2,490.271,37102,-1,37102,0,0,0,0,2019-11-05.16:13:24
wiki-links,5710993,130160392,fasttrim,2,233.454,7415,-1,7415,0,0,0,0,2019-11-05.16:13:28
wiki_talk_en,2987536,24981163,fasttrim,2,23.182,2611598,-1,2611598,0,0,0,0,2019-11-05.16:13:30
youtube-links,1138500,4942297,fasttrim,2,21.486,600414,-1,600414,0,0,0,0,2019-11-05.16:13:30
baidu,2141301,17794839,trim,2,103.784,598975,9,598975,598975,598975,0,0,2019-11-05.16:13:31
-bakery.6,11845035,40400559,trim,2,1922.315,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.16:13:35
-cambridge.6,3354295,9483191,trim,2,579.7,8412,65,8412,8412,8412,0,0,2019-11-05.16:13:36
dbpedia,3966925,13820853,trim,2,1813.552,1437127,114,1437127,1437127,1437127,0,0,2019-11-05.16:13:38
dbpedia-link,18268993,172183984,trim,2,524.774,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.16:13:45
-leader-filters.7,26302351,91692858,trim,2,2631.071,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.16:13:51
livej,4847571,68993773,trim,2,301.972,592952,8,592952,592952,592952,0,0,2019-11-05.16:13:53
patent,3774768,16518948,trim,2,339.111,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.16:13:54
pokec,1632804,30622564,trim,2,59.584,212042,5,212042,212042,212042,0,0,2019-11-05.16:13:55
random,10000001,100000000,trim,2,197.287,455,2,455,455,455,0,0,2019-11-05.16:14:00
rmat,9999994,100000000,trim,2,517.634,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.16:14:04
ssca2,1048577,157877986,trim,2,23.254,11,2,11,11,11,0,0,2019-11-05.16:14:08
wiki_link_en,12150977,378142420,trim,2,377.407,37102,4,37102,37102,37102,0,0,2019-11-05.16:14:20
wiki-links,5710993,130160392,trim,2,211.47,7415,4,7415,7415,7415,0,0,2019-11-05.16:14:24
wiki_talk_en,2987536,24981163,trim,2,37.568,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.16:14:26
youtube-links,1138500,4942297,trim,2,21.222,600414,6,600414,600414,600414,0,0,2019-11-05.16:14:26
baidu,2141301,17794839,ufscc,2,554.568,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:14:28
-bakery.6,11845035,40400559,ufscc,2,1547.658,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:14:31
-cambridge.6,3354295,9483191,ufscc,2,355.934,-1,-1,-1,8413,8412,0,0,2019-11-05.16:14:32
dbpedia,3966925,13820853,ufscc,2,303.665,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:14:33
dbpedia-link,18268993,172183984,ufscc,2,6024.127,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:14:44
-leader-filters.7,26302351,91692858,ufscc,2,1078.082,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:14:49
livej,4847571,68993773,ufscc,2,3184.54,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:14:54
patent,3774768,16518948,ufscc,2,668.722,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:14:56
pokec,1632804,30622564,ufscc,2,1557.878,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:14:58
random,10000001,100000000,ufscc,2,10121.682,-1,-1,-1,877,876,0,0,2019-11-05.16:15:12
rmat,9999994,100000000,ufscc,2,8974.739,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:15:25
ssca2,1048577,157877986,ufscc,2,1520.241,-1,-1,-1,31,29,1,0,2019-11-05.16:15:31
wiki_link_en,12150977,378142420,ufscc,2,9557.468,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:15:51
wiki-links,5710993,130160392,ufscc,2,4407.482,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.16:16:00
wiki_talk_en,2987536,24981163,ufscc,2,539.384,-1,-1,-1,2736716,2735641,992,58,2019-11-05.16:16:02
youtube-links,1138500,4942297,ufscc,2,247.806,-1,-1,-1,613423,602053,8696,1709,2019-11-05.16:16:03
baidu,2141301,17794839,fasttrim,4,28.285,598975,-1,598975,0,0,0,0,2019-11-05.16:16:04
-bakery.6,11845035,40400559,fasttrim,4,157.102,2636196,-1,2636196,0,0,0,0,2019-11-05.16:16:05
-cambridge.6,3354295,9483191,fasttrim,4,42.471,8412,-1,8412,0,0,0,0,2019-11-05.16:16:06
dbpedia,3966925,13820853,fasttrim,4,42.252,1437127,-1,1437127,0,0,0,0,2019-11-05.16:16:07
dbpedia-link,18268993,172183984,fasttrim,4,317.019,8143619,-1,8143619,0,0,0,0,2019-11-05.16:16:12
-leader-filters.7,26302351,91692858,fasttrim,4,384.183,26302351,-1,26302351,0,0,0,0,2019-11-05.16:16:16
livej,4847571,68993773,fasttrim,4,120.853,592952,-1,592952,0,0,0,0,2019-11-05.16:16:18
patent,3774768,16518948,fasttrim,4,378.097,3774768,-1,3774768,0,0,0,0,2019-11-05.16:16:19
pokec,1632804,30622564,fasttrim,4,27.973,212042,-1,212042,0,0,0,0,2019-11-05.16:16:21
random,10000001,100000000,fasttrim,4,340.841,455,-1,455,0,0,0,0,2019-11-05.16:16:25
rmat,9999994,100000000,fasttrim,4,313.953,2203713,-1,2203713,0,0,0,0,2019-11-05.16:16:29
ssca2,1048577,157877986,fasttrim,4,40.067,11,-1,11,0,0,0,0,2019-11-05.16:16:33
wiki_link_en,12150977,378142420,fasttrim,4,282.096,37102,-1,37102,0,0,0,0,2019-11-05.16:16:44
wiki-links,5710993,130160392,fasttrim,4,125.398,7415,-1,7415,0,0,0,0,2019-11-05.16:16:48
wiki_talk_en,2987536,24981163,fasttrim,4,14.22,2611598,-1,2611598,0,0,0,0,2019-11-05.16:16:50
youtube-links,1138500,4942297,fasttrim,4,12.532,600414,-1,600414,0,0,0,0,2019-11-05.16:16:50
baidu,2141301,17794839,trim,4,57.139,598975,9,598975,598975,598975,0,0,2019-11-05.16:16:51
-bakery.6,11845035,40400559,trim,4,1163.774,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.16:16:54
-cambridge.6,3354295,9483191,trim,4,345.662,8412,65,8412,8412,8412,0,0,2019-11-05.16:16:55
dbpedia,3966925,13820853,trim,4,946.056,1437127,111,1437127,1437127,1437127,0,0,2019-11-05.16:16:56
dbpedia-link,18268993,172183984,trim,4,305.638,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.16:17:02
-leader-filters.7,26302351,91692858,trim,4,1670.311,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.16:17:07
livej,4847571,68993773,trim,4,174.634,592952,8,592952,592952,592952,0,0,2019-11-05.16:17:10
patent,3774768,16518948,trim,4,179.269,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.16:17:10
pokec,1632804,30622564,trim,4,37.15,212042,5,212042,212042,212042,0,0,2019-11-05.16:17:12
random,10000001,100000000,trim,4,110.213,455,2,455,455,455,0,0,2019-11-05.16:17:16
rmat,9999994,100000000,trim,4,296.947,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.16:17:20
ssca2,1048577,157877986,trim,4,12.893,11,2,11,11,11,0,0,2019-11-05.16:17:24
wiki_link_en,12150977,378142420,trim,4,226.323,37102,4,37102,37102,37102,0,0,2019-11-05.16:17:35
wiki-links,5710993,130160392,trim,4,122.965,7415,4,7415,7415,7415,0,0,2019-11-05.16:17:39
wiki_talk_en,2987536,24981163,trim,4,20.468,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.16:17:41
youtube-links,1138500,4942297,trim,4,12.793,600414,6,600414,600414,600414,0,0,2019-11-05.16:17:41
baidu,2141301,17794839,ufscc,4,296.639,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:17:42
-bakery.6,11845035,40400559,ufscc,4,964.188,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:17:45
-cambridge.6,3354295,9483191,ufscc,4,157.874,-1,-1,-1,8413,8412,0,0,2019-11-05.16:17:45
dbpedia,3966925,13820853,ufscc,4,159.684,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:17:46
dbpedia-link,18268993,172183984,ufscc,4,3126.679,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:17:55
-leader-filters.7,26302351,91692858,ufscc,4,634.103,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:17:59
livej,4847571,68993773,ufscc,4,1659.639,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:18:03
patent,3774768,16518948,ufscc,4,350.065,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:18:04
pokec,1632804,30622564,ufscc,4,801,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:18:06
random,10000001,100000000,ufscc,4,6318.966,-1,-1,-1,877,876,0,0,2019-11-05.16:18:16
rmat,9999994,100000000,ufscc,4,4884.391,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:18:24
ssca2,1048577,157877986,ufscc,4,805.94,-1,-1,-1,31,29,1,0,2019-11-05.16:18:29
wiki_link_en,12150977,378142420,ufscc,4,4902.296,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:18:45
wiki-links,5710993,130160392,ufscc,4,2403.642,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.16:18:51
wiki_talk_en,2987536,24981163,ufscc,4,283.955,-1,-1,-1,2736716,2735641,992,58,2019-11-05.16:18:54
youtube-links,1138500,4942297,ufscc,4,139.384,-1,-1,-1,613423,602053,8696,1709,2019-11-05.16:18:54
baidu,2141301,17794839,fasttrim,6,31.371,598975,-1,598975,0,0,0,0,2019-11-05.16:18:55
-bakery.6,11845035,40400559,fasttrim,6,120.164,2636196,-1,2636196,0,0,0,0,2019-11-05.16:18:57
-cambridge.6,3354295,9483191,fasttrim,6,32.25,8412,-1,8412,0,0,0,0,2019-11-05.16:18:57
dbpedia,3966925,13820853,fasttrim,6,49.564,1437127,-1,1437127,0,0,0,0,2019-11-05.16:18:58
dbpedia-link,18268993,172183984,fasttrim,6,262.574,8143619,-1,8143619,0,0,0,0,2019-11-05.16:19:04
-leader-filters.7,26302351,91692858,fasttrim,6,285.363,26302351,-1,26302351,0,0,0,0,2019-11-05.16:19:07
livej,4847571,68993773,fasttrim,6,90.705,592952,-1,592952,0,0,0,0,2019-11-05.16:19:10
patent,3774768,16518948,fasttrim,6,283.968,3774768,-1,3774768,0,0,0,0,2019-11-05.16:19:11
pokec,1632804,30622564,fasttrim,6,23.023,212042,-1,212042,0,0,0,0,2019-11-05.16:19:12
random,10000001,100000000,fasttrim,6,253.694,455,-1,455,0,0,0,0,2019-11-05.16:19:16
rmat,9999994,100000000,fasttrim,6,232.43,2203713,-1,2203713,0,0,0,0,2019-11-05.16:19:20
ssca2,1048577,157877986,fasttrim,6,27.596,11,-1,11,0,0,0,0,2019-11-05.16:19:24
wiki_link_en,12150977,378142420,fasttrim,6,221.519,37102,-1,37102,0,0,0,0,2019-11-05.16:19:35
wiki-links,5710993,130160392,fasttrim,6,99.643,7415,-1,7415,0,0,0,0,2019-11-05.16:19:39
wiki_talk_en,2987536,24981163,fasttrim,6,12.215,2611598,-1,2611598,0,0,0,0,2019-11-05.16:19:41
youtube-links,1138500,4942297,fasttrim,6,10.566,600414,-1,600414,0,0,0,0,2019-11-05.16:19:41
baidu,2141301,17794839,trim,6,46.294,598975,9,598975,598975,598975,0,0,2019-11-05.16:19:42
-bakery.6,11845035,40400559,trim,6,975.949,2636196,48,2636196,2636196,2636196,0,0,2019-11-05.16:19:45
-cambridge.6,3354295,9483191,trim,6,313.156,8412,65,8412,8412,8412,0,0,2019-11-05.16:19:45
dbpedia,3966925,13820853,trim,6,735.804,1437127,114,1437127,1437127,1437127,0,0,2019-11-05.16:19:47
dbpedia-link,18268993,172183984,trim,6,239.032,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.16:19:53
-leader-filters.7,26302351,91692858,trim,6,1511.06,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.16:19:58
livej,4847571,68993773,trim,6,146.112,592952,8,592952,592952,592952,0,0,2019-11-05.16:20:00
patent,3774768,16518948,trim,6,137.777,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.16:20:01
pokec,1632804,30622564,trim,6,31.785,212042,5,212042,212042,212042,0,0,2019-11-05.16:20:02
random,10000001,100000000,trim,6,83.936,455,2,455,455,455,0,0,2019-11-05.16:20:06
rmat,9999994,100000000,trim,6,227.361,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.16:20:10
ssca2,1048577,157877986,trim,6,9.812,11,2,11,11,11,0,0,2019-11-05.16:20:14
wiki_link_en,12150977,378142420,trim,6,201.044,37102,4,37102,37102,37102,0,0,2019-11-05.16:20:25
wiki-links,5710993,130160392,trim,6,95.529,7415,4,7415,7415,7415,0,0,2019-11-05.16:20:29
wiki_talk_en,2987536,24981163,trim,6,20.447,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.16:20:31
youtube-links,1138500,4942297,trim,6,10.869,600414,6,600414,600414,600414,0,0,2019-11-05.16:20:31
baidu,2141301,17794839,ufscc,6,213.439,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:20:32
-bakery.6,11845035,40400559,ufscc,6,651.65,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:20:34
-cambridge.6,3354295,9483191,ufscc,6,122.57,-1,-1,-1,8413,8412,0,0,2019-11-05.16:20:35
dbpedia,3966925,13820853,ufscc,6,122.241,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:20:35
dbpedia-link,18268993,172183984,ufscc,6,2307.22,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:20:43
-leader-filters.7,26302351,91692858,ufscc,6,523.094,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:20:47
livej,4847571,68993773,ufscc,6,1300.575,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:20:51
patent,3774768,16518948,ufscc,6,255.866,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:20:52
pokec,1632804,30622564,ufscc,6,573.189,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:20:53
random,10000001,100000000,ufscc,6,4098.515,-1,-1,-1,877,876,0,0,2019-11-05.16:21:01
rmat,9999994,100000000,ufscc,6,3730.325,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:21:09
ssca2,1048577,157877986,ufscc,6,572.088,-1,-1,-1,31,29,1,0,2019-11-05.16:21:13
wiki_link_en,12150977,378142420,ufscc,6,3496.534,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:21:29
wiki-links,5710993,130160392,ufscc,6,1713.893,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.16:21:35
wiki_talk_en,2987536,24981163,ufscc,6,226.768,-1,-1,-1,2736716,2735641,992,58,2019-11-05.16:21:37
youtube-links,1138500,4942297,ufscc,6,98.369,-1,-1,-1,613423,602053,8696,1709,2019-11-05.16:21:37
baidu,2141301,17794839,fasttrim,8,26.705,598975,-1,598975,0,0,0,0,2019-11-05.16:21:38
-bakery.6,11845035,40400559,fasttrim,8,99.593,2636196,-1,2636196,0,0,0,0,2019-11-05.16:21:40
-cambridge.6,3354295,9483191,fasttrim,8,26.583,8412,-1,8412,0,0,0,0,2019-11-05.16:21:40
dbpedia,3966925,13820853,fasttrim,8,44.54,1437127,-1,1437127,0,0,0,0,2019-11-05.16:21:41
dbpedia-link,18268993,172183984,fasttrim,8,211.966,8143619,-1,8143619,0,0,0,0,2019-11-05.16:21:47
-leader-filters.7,26302351,91692858,fasttrim,8,275.534,26302351,-1,26302351,0,0,0,0,2019-11-05.16:21:50
livej,4847571,68993773,fasttrim,8,74.8,592952,-1,592952,0,0,0,0,2019-11-05.16:21:52
patent,3774768,16518948,fasttrim,8,222.068,3774768,-1,3774768,0,0,0,0,2019-11-05.16:21:53
pokec,1632804,30622564,fasttrim,8,19.157,212042,-1,212042,0,0,0,0,2019-11-05.16:21:54
random,10000001,100000000,fasttrim,8,210.234,455,-1,455,0,0,0,0,2019-11-05.16:21:59
rmat,9999994,100000000,fasttrim,8,187.616,2203713,-1,2203713,0,0,0,0,2019-11-05.16:22:03
ssca2,1048577,157877986,fasttrim,8,23.265,11,-1,11,0,0,0,0,2019-11-05.16:22:07
wiki_link_en,12150977,378142420,fasttrim,8,175.905,37102,-1,37102,0,0,0,0,2019-11-05.16:22:17
wiki-links,5710993,130160392,fasttrim,8,80.809,7415,-1,7415,0,0,0,0,2019-11-05.16:22:22
wiki_talk_en,2987536,24981163,fasttrim,8,8.345,2611598,-1,2611598,0,0,0,0,2019-11-05.16:22:24
youtube-links,1138500,4942297,fasttrim,8,9.113,600414,-1,600414,0,0,0,0,2019-11-05.16:22:24
