model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,push,vs,es,date
twitter,4135827,144267515,ac4trim,1,1221308.258000,2331512,-1,2331512,2345558,0,0,0,0,0,4096,126,10,100,2021-06-24.21:11:07
twitter,41354195,144008902,ac4trim,1,3104.538000,24229348,-1,24229348,29145240,0,0,0,0,0,4096,185,100,10,2021-06-24.21:15:22
twitter,8277134,288856809,ac4trim,1,703281.877000,3049683,-1,3049683,6976285,0,0,0,0,0,4096,213,20,100,2021-06-24.21:31:12
twitter,41354195,288011925,ac4trim,1,2807.297000,15604460,-1,15604460,36264533,0,0,0,0,0,4096,190,100,20,2021-06-24.21:35:41
twitter,12401672,432496340,ac4trim,1,514568.882000,3311478,-1,3311478,12248241,0,0,0,0,0,4096,214,30,100,2021-06-24.21:48:16
twitter,41354195,432009219,ac4trim,1,2628.950000,11205122,-1,11205122,42398048,0,0,0,0,0,4096,215,100,30,2021-06-24.21:52:55
twitter,16536252,573578936,ac4trim,1,468790.329000,3452094,-1,3452094,19661636,0,0,0,0,0,4096,248,40,100,2021-06-24.22:04:40
twitter,41354195,576041618,ac4trim,1,388619.899000,8675423,-1,8675423,48934945,0,0,0,0,0,4096,232,100,40,2021-06-24.22:15:57
twitter,20679107,719732819,ac4trim,1,306876.459000,3537350,-1,3537350,27908991,0,0,0,0,0,4096,268,50,100,2021-06-24.22:25:09
twitter,41354195,720026738,ac4trim,1,364267.438000,7100846,-1,7100846,55988450,0,0,0,0,0,4096,257,100,50,2021-06-24.22:36:15
twitter,24810843,862068296,ac4trim,1,283813.318000,3622856,-1,3622856,36548294,0,0,0,0,0,4096,290,60,100,2021-06-24.22:45:05
twitter,41354195,864007968,ac4trim,1,278057.853000,6061626,-1,6061626,63295110,0,0,0,0,0,4096,251,100,60,2021-06-24.22:54:53
twitter,28947464,1007968872,ac4trim,1,238405.170000,3706894,-1,3706894,49864183,0,0,0,0,0,4096,273,70,100,2021-06-24.23:02:53
twitter,41354195,1008034390,ac4trim,1,2744.935000,5344290,-1,5344290,70807246,0,0,0,0,0,4096,284,100,70,2021-06-24.23:09:21
twitter,33086463,1150972365,ac4trim,1,206179.889000,3855860,-1,3855860,62305759,0,0,0,0,0,4096,274,80,100,2021-06-24.23:17:06
twitter,41354195,1152024896,ac4trim,1,169954.968000,4828601,-1,4828601,78374286,0,0,0,0,0,4096,271,100,80,2021-06-24.23:25:41
twitter,37221217,1296159715,ac4trim,1,188596.313000,3997055,-1,3997055,76940924,0,0,0,0,0,4096,296,90,100,2021-06-24.23:32:47
twitter,41354195,1296032272,ac4trim,1,192310.206000,4447229,-1,4447229,86079174,0,0,0,0,0,4096,285,100,90,2021-06-24.23:41:38
twitter_mpi,5257483,202158644,ac4trim,1,1424.007000,2840153,-1,2840153,2084118,0,0,0,0,0,4096,10514,10,100,2021-06-24.23:46:09
twitter_mpi,52579683,196327863,ac4trim,1,3397.352000,30030536,-1,30030536,25047481,0,0,0,0,0,4096,22293,100,10,2021-06-24.23:50:56
twitter_mpi,10515379,407641124,ac4trim,1,726476.285000,4489356,-1,4489356,6543677,0,0,0,0,0,4096,8599,20,100,2021-06-25.00:07:44
twitter_mpi,52579683,392628997,ac4trim,1,717407.971000,23493161,-1,23493161,32424908,0,0,0,0,0,4096,12594,100,20,2021-06-25.00:24:42
twitter_mpi,15778733,582937817,ac4trim,1,620016.295000,5861397,-1,5861397,9814064,0,0,0,0,0,4096,3743,30,100,2021-06-25.00:39:33
twitter_mpi,52579683,588952519,ac4trim,1,564227.576000,19953270,-1,19953270,39693620,0,0,0,0,0,4096,29708,100,30,2021-06-25.00:54:18
twitter_mpi,21032976,781755714,ac4trim,1,454424.478000,6935871,-1,6935871,16870154,0,0,0,0,0,4096,8577,40,100,2021-06-25.01:06:38
twitter_mpi,52579683,785325761,ac4trim,1,541602.152000,17357814,-1,17357814,43256398,0,0,0,0,0,4096,7495,100,40,2021-06-25.01:21:12
twitter_mpi,26289328,979598663,ac4trim,1,449996.434000,7629822,-1,7629822,23242647,0,0,0,0,0,4096,7118,50,100,2021-06-25.01:33:38
