model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,sccs,maxscc,size1,size2,size3,date
dbpedia-link,18268993,172183984,fasttrim,16,160.522000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.18:41:30
-leader-filters.7,26302351,91692858,fasttrim,16,187.745000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.18:41:34
livej,4847571,68993773,fasttrim,16,48.332000,592952,-1,592952,0,592952,0,0,0,2019-11-08.18:41:36
patent,3774768,16518948,fasttrim,16,178.871000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.18:41:37
pokec,1632804,30622564,fasttrim,16,14.160000,212042,-1,212042,0,212042,0,0,0,2019-11-08.18:41:38
random,10000001,100000000,fasttrim,16,139.892000,455,-1,455,0,455,0,0,0,2019-11-08.18:41:42
rmat,9999994,100000000,fasttrim,16,128.356000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.18:41:46
ssca2,1048577,157877986,fasttrim,16,17.140000,11,-1,11,0,11,0,0,0,2019-11-08.18:41:50
wiki_link_en,12150977,378142420,fasttrim,16,116.336000,37102,-1,37102,0,37102,0,0,0,2019-11-08.18:42:01
wiki-links,5710993,130160392,fasttrim,16,53.460000,7415,-1,7415,0,7415,0,0,0,2019-11-08.18:42:05
wiki_talk_en,2987536,24981163,fasttrim,16,6.672000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.18:42:08
youtube-links,1138500,4942297,fasttrim,16,6.085000,600414,-1,600414,0,600414,0,0,0,2019-11-08.18:42:08
baidu,2141301,17794839,trim,16,25.758000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.18:42:09
-bakery.6,11845035,40400559,trim,16,644.938000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.18:42:11
-cambridge.6,3354295,9483191,trim,16,183.213000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.18:42:12
dbpedia,3966925,13820853,trim,16,366.469000,1437127,111,1437127,1437127,1437127,1437127,0,0,2019-11-08.18:42:13
dbpedia-link,18268993,172183984,trim,16,135.001000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.18:42:19
-leader-filters.7,26302351,91692858,trim,16,1177.653000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.18:42:23
livej,4847571,68993773,trim,16,79.781000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.18:42:25
patent,3774768,16518948,trim,16,77.402000,3774768,21,3774768,3774768,3774768,3774768,0,0,2019-11-08.18:42:26
pokec,1632804,30622564,trim,16,21.719000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.18:42:27
random,10000001,100000000,trim,16,45.737000,455,2,455,455,455,455,0,0,2019-11-08.18:42:31
rmat,9999994,100000000,trim,16,133.797000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.18:42:35
ssca2,1048577,157877986,trim,16,6.129000,11,2,11,11,11,11,0,0,2019-11-08.18:42:39
wiki_link_en,12150977,378142420,trim,16,94.194000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.18:42:50
wiki-links,5710993,130160392,trim,16,53.996000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.18:42:54
wiki_talk_en,2987536,24981163,trim,16,11.173000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.18:42:57
youtube-links,1138500,4942297,trim,16,6.486000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.18:42:57
baidu,2141301,17794839,ufscc,16,90.443000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.18:42:58
-bakery.6,11845035,40400559,ufscc,16,343.607000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.18:43:00
-cambridge.6,3354295,9483191,ufscc,16,66.537000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.18:43:00
dbpedia,3966925,13820853,ufscc,16,59.601000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.18:43:01
dbpedia-link,18268993,172183984,ufscc,16,948.195000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.18:43:08
-leader-filters.7,26302351,91692858,ufscc,16,294.549000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.18:43:11
livej,4847571,68993773,ufscc,16,498.926000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.18:43:14
patent,3774768,16518948,ufscc,16,122.573000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.18:43:15
pokec,1632804,30622564,ufscc,16,231.247000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.18:43:16
random,10000001,100000000,ufscc,16,1882.927000,-1,-1,-1,877,-1,876,0,0,2019-11-08.18:43:22
rmat,9999994,100000000,ufscc,16,1590.669000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.18:43:27
ssca2,1048577,157877986,ufscc,16,297.376000,-1,-1,-1,31,-1,29,1,0,2019-11-08.18:43:32
wiki_link_en,12150977,378142420,ufscc,16,1390.471000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.18:43:44
wiki-links,5710993,130160392,ufscc,16,682.763000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.18:43:48
wiki_talk_en,2987536,24981163,ufscc,16,120.040000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.18:43:51
youtube-links,1138500,4942297,ufscc,16,43.771000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.18:43:52
baidu,2141301,17794839,tarjan,1,1322.546000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.18:43:54
-bakery.6,11845035,40400559,tarjan,1,896.814000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.18:43:56
-cambridge.6,3354295,9483191,tarjan,1,149.579000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.18:43:57
dbpedia,3966925,13820853,tarjan,1,263.357000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.18:43:58
dbpedia-link,18268993,172183984,tarjan,1,4712.478000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.18:44:09
-leader-filters.7,26302351,91692858,tarjan,1,930.611000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.18:44:13
livej,4847571,68993773,tarjan,1,2339.532000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.18:44:18
patent,3774768,16518948,tarjan,1,8365.023000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.18:44:27
pokec,1632804,30622564,tarjan,1,1170.104000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.18:44:29
random,10000001,100000000,tarjan,1,41777.601000,-1,-1,-1,877,-1,876,0,0,2019-11-08.18:45:15
rmat,9999994,100000000,tarjan,1,7398.017000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.18:45:27
ssca2,1048577,157877986,tarjan,1,859.713000,-1,-1,-1,31,-1,29,1,0,2019-11-08.18:45:32
wiki_link_en,12150977,378142420,tarjan,1,26894.640000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.18:46:10
wiki-links,5710993,130160392,tarjan,1,8446.701000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.18:46:23
wiki_talk_en,2987536,24981163,tarjan,1,410.123000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.18:46:26
youtube-links,1138500,4942297,tarjan,1,190.403000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.18:46:27
baidu,2141301,17794839,fasttrim,1,99.293000,598975,-1,598975,0,598975,0,0,0,2019-11-08.18:46:27
-bakery.6,11845035,40400559,fasttrim,1,496.083000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.18:46:30
-cambridge.6,3354295,9483191,fasttrim,1,149.652000,8412,-1,8412,0,8412,0,0,0,2019-11-08.18:46:30
dbpedia,3966925,13820853,fasttrim,1,143.762000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.18:46:31
dbpedia-link,18268993,172183984,fasttrim,1,1090.509000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.18:46:38
-leader-filters.7,26302351,91692858,fasttrim,1,781.634000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.18:46:43
livej,4847571,68993773,fasttrim,1,438.403000,592952,-1,592952,0,592952,0,0,0,2019-11-08.18:46:46
patent,3774768,16518948,fasttrim,1,1329.460000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.18:46:48
pokec,1632804,30622564,fasttrim,1,122.795000,212042,-1,212042,0,212042,0,0,0,2019-11-08.18:46:49
random,10000001,100000000,fasttrim,1,1254.834000,455,-1,455,0,455,0,0,0,2019-11-08.18:46:54
rmat,9999994,100000000,fasttrim,1,1098.363000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.18:47:00
ssca2,1048577,157877986,fasttrim,1,124.355000,11,-1,11,0,11,0,0,0,2019-11-08.18:47:04
wiki_link_en,12150977,378142420,fasttrim,1,934.775000,37102,-1,37102,0,37102,0,0,0,2019-11-08.18:47:16
wiki-links,5710993,130160392,fasttrim,1,455.982000,7415,-1,7415,0,7415,0,0,0,2019-11-08.18:47:21
wiki_talk_en,2987536,24981163,fasttrim,1,49.184000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.18:47:24
youtube-links,1138500,4942297,fasttrim,1,40.144000,600414,-1,600414,0,600414,0,0,0,2019-11-08.18:47:24
baidu,2141301,17794839,trim,1,177.070000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.18:47:25
-bakery.6,11845035,40400559,trim,1,3177.252000,2636196,47,2636196,2636196,2636196,2636196,0,0,2019-11-08.18:47:30
-cambridge.6,3354295,9483191,trim,1,856.878000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.18:47:31
dbpedia,3966925,13820853,trim,1,3237.837000,1437127,116,1437127,1437127,1437127,1437127,0,0,2019-11-08.18:47:35
dbpedia-link,18268993,172183984,trim,1,997.521000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.18:47:42
-leader-filters.7,26302351,91692858,trim,1,3881.082000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.18:47:50
livej,4847571,68993773,trim,1,543.243000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.18:47:53
patent,3774768,16518948,trim,1,604.069000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.18:47:54
pokec,1632804,30622564,trim,1,104.404000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.18:47:55
random,10000001,100000000,trim,1,355.099000,455,2,455,455,455,455,0,0,2019-11-08.18:48:00
rmat,9999994,100000000,trim,1,924.816000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.18:48:06
ssca2,1048577,157877986,trim,1,47.424000,11,2,11,11,11,11,0,0,2019-11-08.18:48:10
wiki_link_en,12150977,378142420,trim,1,749.471000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.18:48:22
wiki-links,5710993,130160392,trim,1,399.218000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.18:48:27
wiki_talk_en,2987536,24981163,trim,1,51.810000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.18:48:30
youtube-links,1138500,4942297,trim,1,38.209000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.18:48:30
baidu,2141301,17794839,ufscc,1,1059.702000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.18:48:32
-bakery.6,11845035,40400559,ufscc,1,2525.798000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.18:48:36
-cambridge.6,3354295,9483191,ufscc,1,582.840000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.18:48:37
dbpedia,3966925,13820853,ufscc,1,579.522000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.18:48:38
dbpedia-link,18268993,172183984,ufscc,1,11162.765000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.18:48:56
-leader-filters.7,26302351,91692858,ufscc,1,1862.010000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.18:49:01
livej,4847571,68993773,ufscc,1,5661.698000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.18:49:09
patent,3774768,16518948,ufscc,1,1338.081000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.18:49:11
pokec,1632804,30622564,ufscc,1,2721.904000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.18:49:15
random,10000001,100000000,ufscc,1,18232.452000,-1,-1,-1,877,-1,876,0,0,2019-11-08.18:49:37
rmat,9999994,100000000,ufscc,1,15444.390000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.18:49:57
ssca2,1048577,157877986,ufscc,1,2713.553000,-1,-1,-1,31,-1,29,1,0,2019-11-08.18:50:04
wiki_link_en,12150977,378142420,ufscc,1,17351.877000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.18:50:33
wiki-links,5710993,130160392,ufscc,1,8329.410000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.18:50:46
wiki_talk_en,2987536,24981163,ufscc,1,999.077000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.18:50:49
youtube-links,1138500,4942297,ufscc,1,430.671000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.18:50:50
baidu,2141301,17794839,fasttrim,2,53.428000,598975,-1,598975,0,598975,0,0,0,2019-11-08.18:50:51
-bakery.6,11845035,40400559,fasttrim,2,286.080000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.18:50:53
-cambridge.6,3354295,9483191,fasttrim,2,78.943000,8412,-1,8412,0,8412,0,0,0,2019-11-08.18:50:53
dbpedia,3966925,13820853,fasttrim,2,76.542000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.18:50:54
dbpedia-link,18268993,172183984,fasttrim,2,612.496000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.18:51:00
-leader-filters.7,26302351,91692858,fasttrim,2,993.531000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.18:51:05
livej,4847571,68993773,fasttrim,2,229.474000,592952,-1,592952,0,592952,0,0,0,2019-11-08.18:51:07
patent,3774768,16518948,fasttrim,2,696.331000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.18:51:09
pokec,1632804,30622564,fasttrim,2,56.884000,212042,-1,212042,0,212042,0,0,0,2019-11-08.18:51:10
random,10000001,100000000,fasttrim,2,677.200000,455,-1,455,0,455,0,0,0,2019-11-08.18:51:14
rmat,9999994,100000000,fasttrim,2,615.469000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.18:51:19
ssca2,1048577,157877986,fasttrim,2,69.386000,11,-1,11,0,11,0,0,0,2019-11-08.18:51:23
wiki_link_en,12150977,378142420,fasttrim,2,508.943000,37102,-1,37102,0,37102,0,0,0,2019-11-08.18:51:35
wiki-links,5710993,130160392,fasttrim,2,239.799000,7415,-1,7415,0,7415,0,0,0,2019-11-08.18:51:39
wiki_talk_en,2987536,24981163,fasttrim,2,26.154000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.18:51:42
youtube-links,1138500,4942297,fasttrim,2,21.512000,600414,-1,600414,0,600414,0,0,0,2019-11-08.18:51:42
baidu,2141301,17794839,trim,2,100.238000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.18:51:43
-bakery.6,11845035,40400559,trim,2,1910.664000,2636196,47,2636196,2636196,2636196,2636196,0,0,2019-11-08.18:51:46
-cambridge.6,3354295,9483191,trim,2,551.727000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.18:51:47
dbpedia,3966925,13820853,trim,2,1820.847000,1437127,115,1437127,1437127,1437127,1437127,0,0,2019-11-08.18:51:50
dbpedia-link,18268993,172183984,trim,2,534.424000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.18:51:56
-leader-filters.7,26302351,91692858,trim,2,2645.882000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.18:52:03
livej,4847571,68993773,trim,2,303.805000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.18:52:05
patent,3774768,16518948,trim,2,331.128000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.18:52:06
pokec,1632804,30622564,trim,2,60.825000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.18:52:07
random,10000001,100000000,trim,2,195.480000,455,2,455,455,455,455,0,0,2019-11-08.18:52:12
rmat,9999994,100000000,trim,2,542.459000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.18:52:16
ssca2,1048577,157877986,trim,2,22.754000,11,2,11,11,11,11,0,0,2019-11-08.18:52:20
wiki_link_en,12150977,378142420,trim,2,456.755000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.18:52:32
wiki-links,5710993,130160392,trim,2,213.511000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.18:52:36
wiki_talk_en,2987536,24981163,trim,2,37.317000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.18:52:39
youtube-links,1138500,4942297,trim,2,20.868000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.18:52:39
baidu,2141301,17794839,ufscc,2,599.911000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.18:52:40
-bakery.6,11845035,40400559,ufscc,2,1635.333000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.18:52:44
-cambridge.6,3354295,9483191,ufscc,2,287.571000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.18:52:44
dbpedia,3966925,13820853,ufscc,2,307.141000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.18:52:45
dbpedia-link,18268993,172183984,ufscc,2,5980.876000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.18:52:57
-leader-filters.7,26302351,91692858,ufscc,2,1099.811000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.18:53:02
livej,4847571,68993773,ufscc,2,3029.297000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.18:53:07
patent,3774768,16518948,ufscc,2,682.259000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.18:53:08
pokec,1632804,30622564,ufscc,2,1562.605000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.18:53:11
random,10000001,100000000,ufscc,2,10292.831000,-1,-1,-1,877,-1,876,0,0,2019-11-08.18:53:25
rmat,9999994,100000000,ufscc,2,9265.648000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.18:53:38
ssca2,1048577,157877986,ufscc,2,1461.417000,-1,-1,-1,31,-1,29,1,0,2019-11-08.18:53:44
wiki_link_en,12150977,378142420,ufscc,2,9405.236000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.18:54:05
wiki-links,5710993,130160392,ufscc,2,4456.819000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.18:54:13
wiki_talk_en,2987536,24981163,ufscc,2,541.119000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.18:54:16
youtube-links,1138500,4942297,ufscc,2,240.345000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.18:54:17
baidu,2141301,17794839,fasttrim,4,28.638000,598975,-1,598975,0,598975,0,0,0,2019-11-08.18:54:17
-bakery.6,11845035,40400559,fasttrim,4,156.744000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.18:54:19
-cambridge.6,3354295,9483191,fasttrim,4,42.526000,8412,-1,8412,0,8412,0,0,0,2019-11-08.18:54:20
dbpedia,3966925,13820853,fasttrim,4,42.460000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.18:54:20
dbpedia-link,18268993,172183984,fasttrim,4,328.123000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.18:54:27
-leader-filters.7,26302351,91692858,fasttrim,4,383.890000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.18:54:30
livej,4847571,68993773,fasttrim,4,120.546000,592952,-1,592952,0,592952,0,0,0,2019-11-08.18:54:33
patent,3774768,16518948,fasttrim,4,370.645000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.18:54:34
pokec,1632804,30622564,fasttrim,4,28.334000,212042,-1,212042,0,212042,0,0,0,2019-11-08.18:54:35
random,10000001,100000000,fasttrim,4,356.882000,455,-1,455,0,455,0,0,0,2019-11-08.18:54:39
rmat,9999994,100000000,fasttrim,4,307.582000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.18:54:43
ssca2,1048577,157877986,fasttrim,4,35.305000,11,-1,11,0,11,0,0,0,2019-11-08.18:54:47
wiki_link_en,12150977,378142420,fasttrim,4,279.568000,37102,-1,37102,0,37102,0,0,0,2019-11-08.18:54:58
wiki-links,5710993,130160392,fasttrim,4,123.726000,7415,-1,7415,0,7415,0,0,0,2019-11-08.18:55:03
wiki_talk_en,2987536,24981163,fasttrim,4,14.363000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.18:55:05
youtube-links,1138500,4942297,fasttrim,4,12.436000,600414,-1,600414,0,600414,0,0,0,2019-11-08.18:55:06
baidu,2141301,17794839,trim,4,57.939000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.18:55:06
-bakery.6,11845035,40400559,trim,4,1166.131000,2636196,47,2636196,2636196,2636196,2636196,0,0,2019-11-08.18:55:09
-cambridge.6,3354295,9483191,trim,4,328.786000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.18:55:10
dbpedia,3966925,13820853,trim,4,947.159000,1437127,111,1437127,1437127,1437127,1437127,0,0,2019-11-08.18:55:12
dbpedia-link,18268993,172183984,trim,4,312.168000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.18:55:18
-leader-filters.7,26302351,91692858,trim,4,1671.355000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.18:55:23
livej,4847571,68993773,trim,4,176.882000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.18:55:25
patent,3774768,16518948,trim,4,175.024000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.18:55:26
pokec,1632804,30622564,trim,4,37.461000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.18:55:27
random,10000001,100000000,trim,4,108.200000,455,2,455,455,455,455,0,0,2019-11-08.18:55:31
rmat,9999994,100000000,trim,4,300.458000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.18:55:35
ssca2,1048577,157877986,trim,4,12.572000,11,2,11,11,11,11,0,0,2019-11-08.18:55:39
wiki_link_en,12150977,378142420,trim,4,237.475000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.18:55:50
wiki-links,5710993,130160392,trim,4,123.504000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.18:55:54
wiki_talk_en,2987536,24981163,trim,4,22.558000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.18:55:57
youtube-links,1138500,4942297,trim,4,12.168000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.18:55:57
baidu,2141301,17794839,ufscc,4,293.860000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.18:55:58
-bakery.6,11845035,40400559,ufscc,4,951.608000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.18:56:01
-cambridge.6,3354295,9483191,ufscc,4,183.064000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.18:56:02
dbpedia,3966925,13820853,ufscc,4,163.651000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.18:56:02
dbpedia-link,18268993,172183984,ufscc,4,3181.004000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.18:56:11
-leader-filters.7,26302351,91692858,ufscc,4,629.354000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.18:56:15
livej,4847571,68993773,ufscc,4,1753.858000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.18:56:19
patent,3774768,16518948,ufscc,4,356.107000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.18:56:20
pokec,1632804,30622564,ufscc,4,798.798000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.18:56:22
random,10000001,100000000,ufscc,4,5793.299000,-1,-1,-1,877,-1,876,0,0,2019-11-08.18:56:32
rmat,9999994,100000000,ufscc,4,4932.751000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.18:56:41
ssca2,1048577,157877986,ufscc,4,823.692000,-1,-1,-1,31,-1,29,1,0,2019-11-08.18:56:46
wiki_link_en,12150977,378142420,ufscc,4,4946.734000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.18:57:02
wiki-links,5710993,130160392,ufscc,4,2665.949000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.18:57:09
wiki_talk_en,2987536,24981163,ufscc,4,299.945000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.18:57:12
youtube-links,1138500,4942297,ufscc,4,137.626000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.18:57:12
baidu,2141301,17794839,fasttrim,6,31.580000,598975,-1,598975,0,598975,0,0,0,2019-11-08.18:57:13
-bakery.6,11845035,40400559,fasttrim,6,120.342000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.18:57:14
-cambridge.6,3354295,9483191,fasttrim,6,32.281000,8412,-1,8412,0,8412,0,0,0,2019-11-08.18:57:15
dbpedia,3966925,13820853,fasttrim,6,49.620000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.18:57:16
dbpedia-link,18268993,172183984,fasttrim,6,263.075000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.18:57:22
-leader-filters.7,26302351,91692858,fasttrim,6,282.687000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.18:57:25
livej,4847571,68993773,fasttrim,6,93.755000,592952,-1,592952,0,592952,0,0,0,2019-11-08.18:57:28
patent,3774768,16518948,fasttrim,6,278.799000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.18:57:29
pokec,1632804,30622564,fasttrim,6,23.039000,212042,-1,212042,0,212042,0,0,0,2019-11-08.18:57:30
random,10000001,100000000,fasttrim,6,255.189000,455,-1,455,0,455,0,0,0,2019-11-08.18:57:34
rmat,9999994,100000000,fasttrim,6,229.458000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.18:57:38
ssca2,1048577,157877986,fasttrim,6,37.389000,11,-1,11,0,11,0,0,0,2019-11-08.18:57:42
wiki_link_en,12150977,378142420,fasttrim,6,216.962000,37102,-1,37102,0,37102,0,0,0,2019-11-08.18:57:53
wiki-links,5710993,130160392,fasttrim,6,99.994000,7415,-1,7415,0,7415,0,0,0,2019-11-08.18:57:57
wiki_talk_en,2987536,24981163,fasttrim,6,10.354000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.18:58:00
youtube-links,1138500,4942297,fasttrim,6,11.046000,600414,-1,600414,0,600414,0,0,0,2019-11-08.18:58:00
baidu,2141301,17794839,trim,6,44.985000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.18:58:01
-bakery.6,11845035,40400559,trim,6,941.450000,2636196,47,2636196,2636196,2636196,2636196,0,0,2019-11-08.18:58:03
-cambridge.6,3354295,9483191,trim,6,309.526000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.18:58:04
dbpedia,3966925,13820853,trim,6,725.151000,1437127,112,1437127,1437127,1437127,1437127,0,0,2019-11-08.18:58:06
dbpedia-link,18268993,172183984,trim,6,239.222000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.18:58:12
-leader-filters.7,26302351,91692858,trim,6,1498.901000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.18:58:16
livej,4847571,68993773,trim,6,142.266000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.18:58:19
