model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,date
leader_filters.7,26302351,91692858,ac4trim,-1,620.674000,26302351,-1,26302351,6627052,0,0,0,0,0,2,2021-06-04.11:08:47
leader_filters.7,26302351,91692858,fasttrim,-1,2616.472000,26302351,-1,26302351,7477902,0,0,0,0,0,4,2021-06-04.11:08:54
leader_filters.7,26302351,91692858,trim,-1,23984.322000,26302351,73,26302351,38823272,26302351,1,26302351,0,0,4,2021-06-04.11:09:23
leader_filters.7,26302351,91692858,ac4trim,-1,469.323000,26302351,-1,26302351,6298776,0,0,0,0,0,4,2021-06-04.11:09:28
leader_filters.7,26302351,91692858,fasttrim,-1,1968.130000,26302351,-1,26302351,7423843,0,0,0,0,0,8,2021-06-04.11:09:34
leader_filters.7,26302351,91692858,trim,-1,13952.457000,26302351,73,26302351,36812234,26302351,1,26302351,0,0,8,2021-06-04.11:09:53
leader_filters.7,26302351,91692858,ac4trim,-1,336.882000,26302351,-1,26302351,6349832,0,0,0,0,0,8,2021-06-04.11:09:58
leader_filters.7,26302351,91692858,fasttrim,-1,1118.606000,26302351,-1,26302351,7513304,0,0,0,0,0,16,2021-06-04.11:10:04
leader_filters.7,26302351,91692858,trim,-1,8382.807000,26302351,73,26302351,33237478,26302351,1,26302351,0,0,16,2021-06-04.11:10:17
leader_filters.7,26302351,91692858,ac4trim,-1,332.409000,26302351,-1,26302351,7055240,0,0,0,0,0,16,2021-06-04.11:10:21
leader_filters.7,26302351,91692858,fasttrim,-1,863.086000,26302351,-1,26302351,7524603,0,0,0,0,0,32,2021-06-04.11:10:27
leader_filters.7,26302351,91692858,trim,-1,4987.760000,26302351,73,26302351,33685376,26302351,1,26302351,0,0,32,2021-06-04.11:10:36
leader_filters.7,26302351,91692858,ac4trim,-1,227.939000,26302351,-1,26302351,6094590,0,0,0,0,0,32,2021-06-04.11:10:41
leader_filters.7,26302351,91692858,fasttrim,-1,670.180000,26302351,-1,26302351,7769310,0,0,0,0,0,64,2021-06-04.11:10:46
leader_filters.7,26302351,91692858,trim,-1,3160.923000,26302351,73,26302351,35198573,26302351,1,26302351,0,0,64,2021-06-04.11:10:54
leader_filters.7,26302351,91692858,ac4trim,-1,198.960000,26302351,-1,26302351,6099813,0,0,0,0,0,64,2021-06-04.11:10:58
leader_filters.7,26302351,91692858,fasttrim,-1,457.819000,26302351,-1,26302351,8114298,0,0,0,0,0,128,2021-06-04.11:11:04
leader_filters.7,26302351,91692858,trim,-1,2497.869000,26302351,73,26302351,37496122,26302351,1,26302351,0,0,128,2021-06-04.11:11:11
leader_filters.7,26302351,91692858,ac4trim,-1,206.145000,26302351,-1,26302351,6261364,0,0,0,0,0,128,2021-06-04.11:11:15
leader_filters.7,26302351,91692858,fasttrim,-1,425.182000,26302351,-1,26302351,8316757,0,0,0,0,0,256,2021-06-04.11:11:20
leader_filters.7,26302351,91692858,trim,-1,2149.842000,26302351,73,26302351,39497781,26302351,1,26302351,0,0,256,2021-06-04.11:11:26
leader_filters.7,26302351,91692858,ac4trim,-1,251.994000,26302351,-1,26302351,6226444,0,0,0,0,0,256,2021-06-04.11:11:32
leader_filters.7,26302351,91692858,fasttrim,-1,333.100000,26302351,-1,26302351,8539750,0,0,0,0,0,512,2021-06-04.11:11:37
leader_filters.7,26302351,91692858,trim,-1,1790.300000,26302351,73,26302351,39444445,26302351,1,26302351,0,0,512,2021-06-04.11:11:43
leader_filters.7,26302351,91692858,ac4trim,-1,181.656000,26302351,-1,26302351,6469750,0,0,0,0,0,512,2021-06-04.11:11:48
leader_filters.7,26302351,91692858,fasttrim,-1,421.702000,26302351,-1,26302351,8839476,0,0,0,0,0,1024,2021-06-04.11:11:53
leader_filters.7,26302351,91692858,trim,-1,1567.407000,26302351,73,26302351,39537947,26302351,1,26302351,0,0,1024,2021-06-04.11:11:59
leader_filters.7,26302351,91692858,ac4trim,-1,173.750000,26302351,-1,26302351,6441276,0,0,0,0,0,1024,2021-06-04.11:12:04
leader_filters.7,26302351,91692858,fasttrim,-1,274.445000,26302351,-1,26302351,8777020,0,0,0,0,0,2048,2021-06-04.11:12:08
leader_filters.7,26302351,91692858,trim,-1,1564.698000,26302351,73,26302351,39932574,26302351,1,26302351,0,0,2048,2021-06-04.11:12:14
leader_filters.7,26302351,91692858,ac4trim,-1,220.151000,26302351,-1,26302351,6977973,0,0,0,0,0,2048,2021-06-04.11:12:19
leader_filters.7,26302351,91692858,fasttrim,-1,281.526000,26302351,-1,26302351,9549331,0,0,0,0,0,4096,2021-06-04.11:12:24
leader_filters.7,26302351,91692858,trim,-1,1534.330000,26302351,73,26302351,38999890,26302351,1,26302351,0,0,4096,2021-06-04.11:12:30
leader_filters.7,26302351,91692858,ac4trim,-1,172.857000,26302351,-1,26302351,6465508,0,0,0,0,0,4096,2021-06-04.11:12:35
leader_filters.7,26302351,91692858,fasttrim,-1,323.387000,26302351,-1,26302351,9275388,0,0,0,0,0,8192,2021-06-04.11:12:40
leader_filters.7,26302351,91692858,trim,-1,1484.114000,26302351,73,26302351,35377034,26302351,1,26302351,0,0,8192,2021-06-04.11:12:46
leader_filters.7,26302351,91692858,ac4trim,-1,220.659000,26302351,-1,26302351,6308591,0,0,0,0,0,8192,2021-06-04.11:12:51
leader_filters.7,26302351,91692858,fasttrim,-1,319.752000,26302351,-1,26302351,9333231,0,0,0,0,0,16384,2021-06-04.11:12:56
leader_filters.7,26302351,91692858,trim,-1,1530.685000,26302351,73,26302351,35866511,26302351,1,26302351,0,0,16384,2021-06-04.11:13:02
leader_filters.7,26302351,91692858,ac4trim,-1,239.254000,26302351,-1,26302351,8063897,0,0,0,0,0,16384,2021-06-04.11:13:06
leader_filters.7,26302351,91692858,fasttrim,-1,281.928000,26302351,-1,26302351,9733258,0,0,0,0,0,32768,2021-06-04.11:13:11
leader_filters.7,26302351,91692858,trim,-1,1355.689000,26302351,73,26302351,37112795,26302351,1,26302351,0,0,32768,2021-06-04.11:13:17
leader_filters.7,26302351,91692858,ac4trim,-1,246.694000,26302351,-1,26302351,9598647,0,0,0,0,0,32768,2021-06-04.11:13:22
leader_filters.7,26302351,91692858,fasttrim,-1,295.467000,26302351,-1,26302351,10137149,0,0,0,0,0,65536,2021-06-04.11:13:27
leader_filters.7,26302351,91692858,trim,-1,1514.828000,26302351,73,26302351,36827136,26302351,1,26302351,0,0,65536,2021-06-04.11:13:33
leader_filters.7,26302351,91692858,ac4trim,-1,355.533000,26302351,-1,26302351,16698143,0,0,0,0,0,65536,2021-06-04.11:13:37
leader_filters.7,26302351,91692858,fasttrim,-1,439.447000,26302351,-1,26302351,10395384,0,0,0,0,0,131072,2021-06-04.11:13:43
leader_filters.7,26302351,91692858,trim,-1,1454.175000,26302351,73,26302351,36519602,26302351,1,26302351,0,0,131072,2021-06-04.11:13:48
leader_filters.7,26302351,91692858,ac4trim,-1,416.574000,26302351,-1,26302351,20570560,0,0,0,0,0,131072,2021-06-04.11:13:54
leader_filters.7,26302351,91692858,fasttrim,-1,485.125000,26302351,-1,26302351,13346516,0,0,0,0,0,262144,2021-06-04.11:13:59
leader_filters.7,26302351,91692858,trim,-1,1390.954000,26302351,73,26302351,41428707,26302351,1,26302351,0,0,262144,2021-06-04.11:14:05
leader_filters.7,26302351,91692858,ac4trim,-1,442.313000,26302351,-1,26302351,22181037,0,0,0,0,0,262144,2021-06-04.11:14:10
leader_filters.7,26302351,91692858,fasttrim,-1,578.120000,26302351,-1,26302351,20121029,0,0,0,0,0,524288,2021-06-04.11:14:15
leader_filters.7,26302351,91692858,trim,-1,1246.728000,26302351,73,26302351,42529347,26302351,1,26302351,0,0,524288,2021-06-04.11:14:21
leader_filters.7,26302351,91692858,ac4trim,-1,580.374000,26302351,-1,26302351,23307865,0,0,0,0,0,524288,2021-06-04.11:14:26
leader_filters.7,26302351,91692858,fasttrim,-1,621.039000,26302351,-1,26302351,23781351,0,0,0,0,0,1048576,2021-06-04.11:14:31
leader_filters.7,26302351,91692858,trim,-1,1266.097000,26302351,73,26302351,51300274,26302351,1,26302351,0,0,1048576,2021-06-04.11:14:36
leader_filters.7,26302351,91692858,ac4trim,-1,676.621000,26302351,-1,26302351,35828211,0,0,0,0,0,1048576,2021-06-04.11:14:42
leader_filters.7,26302351,91692858,fasttrim,-1,4651.822000,26302351,-1,26302351,7427405,0,0,0,0,0,1,2021-06-04.11:14:51
leader_filters.7,26302351,91692858,trim,-1,77681.922000,26302351,73,26302351,41052305,26302351,1,26302351,0,0,1,2021-06-04.11:16:13
leader_filters.7,26302351,91692858,ac4trim,-1,1050.675000,26302351,-1,26302351,6871541,0,0,0,0,0,1,2021-06-04.11:16:19
leader_filters.7,26302351,91692858,fasttrim,-1,3538.935000,26302351,-1,26302351,7481002,0,0,0,0,0,2,2021-06-04.11:16:27
leader_filters.7,26302351,91692858,trim,-1,40488.082000,26302351,73,26302351,41215093,26302351,1,26302351,0,0,2,2021-06-04.11:17:12
leader_filters.7,26302351,91692858,ac4trim,-1,638.980000,26302351,-1,26302351,6336487,0,0,0,0,0,2,2021-06-04.11:17:17
leader_filters.7,26302351,91692858,fasttrim,-1,2634.428000,26302351,-1,26302351,7427473,0,0,0,0,0,4,2021-06-04.11:17:24
leader_filters.7,26302351,91692858,trim,-1,22988.036000,26302351,73,26302351,38282804,26302351,1,26302351,0,0,4,2021-06-04.11:17:52
leader_filters.7,26302351,91692858,ac4trim,-1,369.629000,26302351,-1,26302351,6662988,0,0,0,0,0,4,2021-06-04.11:17:57
leader_filters.7,26302351,91692858,fasttrim,-1,1792.495000,26302351,-1,26302351,7433657,0,0,0,0,0,8,2021-06-04.11:18:03
leader_filters.7,26302351,91692858,trim,-1,13703.069000,26302351,73,26302351,36101307,26302351,1,26302351,0,0,8,2021-06-04.11:18:21
leader_filters.7,26302351,91692858,ac4trim,-1,378.997000,26302351,-1,26302351,6256845,0,0,0,0,0,8,2021-06-04.11:18:26
leader_filters.7,26302351,91692858,fasttrim,-1,1122.530000,26302351,-1,26302351,7493592,0,0,0,0,0,16,2021-06-04.11:18:32
leader_filters.7,26302351,91692858,trim,-1,8489.241000,26302351,73,26302351,33663956,26302351,1,26302351,0,0,16,2021-06-04.11:18:45
leader_filters.7,26302351,91692858,ac4trim,-1,251.359000,26302351,-1,26302351,6322054,0,0,0,0,0,16,2021-06-04.11:18:50
leader_filters.7,26302351,91692858,fasttrim,-1,843.168000,26302351,-1,26302351,7585223,0,0,0,0,0,32,2021-06-04.11:18:55
leader_filters.7,26302351,91692858,trim,-1,4772.685000,26302351,73,26302351,32882610,26302351,1,26302351,0,0,32,2021-06-04.11:19:04
leader_filters.7,26302351,91692858,ac4trim,-1,306.875000,26302351,-1,26302351,6329703,0,0,0,0,0,32,2021-06-04.11:19:09
leader_filters.7,26302351,91692858,fasttrim,-1,672.257000,26302351,-1,26302351,7791264,0,0,0,0,0,64,2021-06-04.11:19:14
leader_filters.7,26302351,91692858,trim,-1,3141.129000,26302351,73,26302351,35286976,26302351,1,26302351,0,0,64,2021-06-04.11:19:22
leader_filters.7,26302351,91692858,ac4trim,-1,228.344000,26302351,-1,26302351,6323544,0,0,0,0,0,64,2021-06-04.11:19:27
leader_filters.7,26302351,91692858,fasttrim,-1,531.338000,26302351,-1,26302351,8205717,0,0,0,0,0,128,2021-06-04.11:19:32
leader_filters.7,26302351,91692858,trim,-1,2360.400000,26302351,73,26302351,37316212,26302351,1,26302351,0,0,128,2021-06-04.11:19:38
leader_filters.7,26302351,91692858,ac4trim,-1,254.189000,26302351,-1,26302351,6811634,0,0,0,0,0,128,2021-06-04.11:19:43
leader_filters.7,26302351,91692858,fasttrim,-1,425.623000,26302351,-1,26302351,8246058,0,0,0,0,0,256,2021-06-04.11:19:48
leader_filters.7,26302351,91692858,trim,-1,2228.483000,26302351,73,26302351,37474829,26302351,1,26302351,0,0,256,2021-06-04.11:19:54
leader_filters.7,26302351,91692858,ac4trim,-1,181.914000,26302351,-1,26302351,6259281,0,0,0,0,0,256,2021-06-04.11:19:59
leader_filters.7,26302351,91692858,fasttrim,-1,329.073000,26302351,-1,26302351,8570187,0,0,0,0,0,512,2021-06-04.11:20:04
leader_filters.7,26302351,91692858,trim,-1,1802.061000,26302351,73,26302351,41385774,26302351,1,26302351,0,0,512,2021-06-04.11:20:11
leader_filters.7,26302351,91692858,ac4trim,-1,209.904000,26302351,-1,26302351,6451448,0,0,0,0,0,512,2021-06-04.11:20:16
leader_filters.7,26302351,91692858,fasttrim,-1,304.913000,26302351,-1,26302351,8934623,0,0,0,0,0,1024,2021-06-04.11:20:21
leader_filters.7,26302351,91692858,trim,-1,1785.264000,26302351,73,26302351,36738529,26302351,1,26302351,0,0,1024,2021-06-04.11:20:27
leader_filters.7,26302351,91692858,ac4trim,-1,185.668000,26302351,-1,26302351,6355316,0,0,0,0,0,1024,2021-06-04.11:20:32
leader_filters.7,26302351,91692858,fasttrim,-1,290.048000,26302351,-1,26302351,8970310,0,0,0,0,0,2048,2021-06-04.11:20:37
leader_filters.7,26302351,91692858,trim,-1,1746.015000,26302351,73,26302351,35291608,26302351,1,26302351,0,0,2048,2021-06-04.11:20:43
leader_filters.7,26302351,91692858,ac4trim,-1,223.997000,26302351,-1,26302351,7034850,0,0,0,0,0,2048,2021-06-04.11:20:48
leader_filters.7,26302351,91692858,fasttrim,-1,271.345000,26302351,-1,26302351,9173487,0,0,0,0,0,4096,2021-06-04.11:20:52
leader_filters.7,26302351,91692858,trim,-1,1664.376000,26302351,73,26302351,35090607,26302351,1,26302351,0,0,4096,2021-06-04.11:20:58
leader_filters.7,26302351,91692858,ac4trim,-1,196.325000,26302351,-1,26302351,6294162,0,0,0,0,0,4096,2021-06-04.11:21:03
leader_filters.7,26302351,91692858,fasttrim,-1,283.783000,26302351,-1,26302351,9092508,0,0,0,0,0,8192,2021-06-04.11:21:08
leader_filters.7,26302351,91692858,trim,-1,1543.299000,26302351,73,26302351,36064133,26302351,1,26302351,0,0,8192,2021-06-04.11:21:14
leader_filters.7,26302351,91692858,ac4trim,-1,206.930000,26302351,-1,26302351,6276624,0,0,0,0,0,8192,2021-06-04.11:21:19
leader_filters.7,26302351,91692858,fasttrim,-1,281.602000,26302351,-1,26302351,9115597,0,0,0,0,0,16384,2021-06-04.11:21:23
leader_filters.7,26302351,91692858,trim,-1,1534.120000,26302351,73,26302351,34905183,26302351,1,26302351,0,0,16384,2021-06-04.11:21:29
leader_filters.7,26302351,91692858,ac4trim,-1,286.495000,26302351,-1,26302351,8077713,0,0,0,0,0,16384,2021-06-04.11:21:34
leader_filters.7,26302351,91692858,fasttrim,-1,303.563000,26302351,-1,26302351,10165511,0,0,0,0,0,32768,2021-06-04.11:21:39
leader_filters.7,26302351,91692858,trim,-1,1489.408000,26302351,73,26302351,36114048,26302351,1,26302351,0,0,32768,2021-06-04.11:21:45
leader_filters.7,26302351,91692858,ac4trim,-1,258.521000,26302351,-1,26302351,9605251,0,0,0,0,0,32768,2021-06-04.11:21:49
leader_filters.7,26302351,91692858,fasttrim,-1,292.268000,26302351,-1,26302351,9420143,0,0,0,0,0,65536,2021-06-04.11:21:54
leader_filters.7,26302351,91692858,trim,-1,1358.832000,26302351,73,26302351,38919746,26302351,1,26302351,0,0,65536,2021-06-04.11:22:00
leader_filters.7,26302351,91692858,ac4trim,-1,364.998000,26302351,-1,26302351,16685758,0,0,0,0,0,65536,2021-06-04.11:22:05
leader_filters.7,26302351,91692858,fasttrim,-1,369.844000,26302351,-1,26302351,10218849,0,0,0,0,0,131072,2021-06-04.11:22:10
leader_filters.7,26302351,91692858,trim,-1,1501.527000,26302351,73,26302351,36372189,26302351,1,26302351,0,0,131072,2021-06-04.11:22:16
leader_filters.7,26302351,91692858,ac4trim,-1,405.831000,26302351,-1,26302351,20577398,0,0,0,0,0,131072,2021-06-04.11:22:21
leader_filters.7,26302351,91692858,fasttrim,-1,474.293000,26302351,-1,26302351,13083075,0,0,0,0,0,262144,2021-06-04.11:22:26
leader_filters.7,26302351,91692858,trim,-1,1334.081000,26302351,73,26302351,40116900,26302351,1,26302351,0,0,262144,2021-06-04.11:22:32
leader_filters.7,26302351,91692858,ac4trim,-1,408.629000,26302351,-1,26302351,22143967,0,0,0,0,0,262144,2021-06-04.11:22:37
leader_filters.7,26302351,91692858,fasttrim,-1,580.469000,26302351,-1,26302351,20521537,0,0,0,0,0,524288,2021-06-04.11:22:42
leader_filters.7,26302351,91692858,trim,-1,1360.369000,26302351,73,26302351,39714264,26302351,1,26302351,0,0,524288,2021-06-04.11:22:48
leader_filters.7,26302351,91692858,ac4trim,-1,446.306000,26302351,-1,26302351,23328374,0,0,0,0,0,524288,2021-06-04.11:22:53
leader_filters.7,26302351,91692858,fasttrim,-1,577.878000,26302351,-1,26302351,22721806,0,0,0,0,0,1048576,2021-06-04.11:22:58
leader_filters.7,26302351,91692858,trim,-1,1302.936000,26302351,73,26302351,49519539,26302351,1,26302351,0,0,1048576,2021-06-04.11:23:05
leader_filters.7,26302351,91692858,ac4trim,-1,664.531000,26302351,-1,26302351,35834275,0,0,0,0,0,1048576,2021-06-04.11:23:10
leader_filters.7,26302351,91692858,fasttrim,-1,4694.252000,26302351,-1,26302351,7447196,0,0,0,0,0,1,2021-06-04.11:23:20
leader_filters.7,26302351,91692858,trim,-1,77040.046000,26302351,73,26302351,41188294,26302351,1,26302351,0,0,1,2021-06-04.11:24:41
leader_filters.7,26302351,91692858,ac4trim,-1,997.191000,26302351,-1,26302351,6844836,0,0,0,0,0,1,2021-06-04.11:24:47
leader_filters.7,26302351,91692858,fasttrim,-1,3582.465000,26302351,-1,26302351,7415178,0,0,0,0,0,2,2021-06-04.11:24:55
leader_filters.7,26302351,91692858,trim,-1,39274.062000,26302351,73,26302351,40611587,26302351,1,26302351,0,0,2,2021-06-04.11:25:39
leader_filters.7,26302351,91692858,ac4trim,-1,535.795000,26302351,-1,26302351,6720678,0,0,0,0,0,2,2021-06-04.11:25:44
leader_filters.7,26302351,91692858,fasttrim,-1,2589.650000,26302351,-1,26302351,7457077,0,0,0,0,0,4,2021-06-04.11:25:51
leader_filters.7,26302351,91692858,trim,-1,27387.149000,26302351,73,26302351,38105075,26302351,1,26302351,0,0,4,2021-06-04.11:26:23
leader_filters.7,26302351,91692858,ac4trim,-1,472.698000,26302351,-1,26302351,6631628,0,0,0,0,0,4,2021-06-04.11:26:28
leader_filters.7,26302351,91692858,fasttrim,-1,1796.905000,26302351,-1,26302351,7406847,0,0,0,0,0,8,2021-06-04.11:26:35
leader_filters.7,26302351,91692858,trim,-1,15939.591000,26302351,73,26302351,36290245,26302351,1,26302351,0,0,8,2021-06-04.11:26:55
leader_filters.7,26302351,91692858,ac4trim,-1,286.904000,26302351,-1,26302351,6168157,0,0,0,0,0,8,2021-06-04.11:27:00
leader_filters.7,26302351,91692858,fasttrim,-1,1307.063000,26302351,-1,26302351,7609841,0,0,0,0,0,16,2021-06-04.11:27:06
leader_filters.7,26302351,91692858,trim,-1,9365.965000,26302351,73,26302351,33595769,26302351,1,26302351,0,0,16,2021-06-04.11:27:20
leader_filters.7,26302351,91692858,ac4trim,-1,251.485000,26302351,-1,26302351,6284395,0,0,0,0,0,16,2021-06-04.11:27:25
leader_filters.7,26302351,91692858,fasttrim,-1,803.481000,26302351,-1,26302351,7570665,0,0,0,0,0,32,2021-06-04.11:27:30
leader_filters.7,26302351,91692858,trim,-1,4951.014000,26302351,73,26302351,33529570,26302351,1,26302351,0,0,32,2021-06-04.11:27:40
leader_filters.7,26302351,91692858,ac4trim,-1,249.094000,26302351,-1,26302351,6211895,0,0,0,0,0,32,2021-06-04.11:27:45
leader_filters.7,26302351,91692858,fasttrim,-1,582.169000,26302351,-1,26302351,7806669,0,0,0,0,0,64,2021-06-04.11:27:50
leader_filters.7,26302351,91692858,trim,-1,3152.842000,26302351,73,26302351,35026842,26302351,1,26302351,0,0,64,2021-06-04.11:27:58
leader_filters.7,26302351,91692858,ac4trim,-1,311.728000,26302351,-1,26302351,6752429,0,0,0,0,0,64,2021-06-04.11:28:03
leader_filters.7,26302351,91692858,fasttrim,-1,471.072000,26302351,-1,26302351,7995011,0,0,0,0,0,128,2021-06-04.11:28:08
leader_filters.7,26302351,91692858,trim,-1,2646.261000,26302351,73,26302351,38423417,26302351,1,26302351,0,0,128,2021-06-04.11:28:15
leader_filters.7,26302351,91692858,ac4trim,-1,206.372000,26302351,-1,26302351,6378438,0,0,0,0,0,128,2021-06-04.11:28:20
leader_filters.7,26302351,91692858,fasttrim,-1,377.723000,26302351,-1,26302351,8461524,0,0,0,0,0,256,2021-06-04.11:28:24
leader_filters.7,26302351,91692858,trim,-1,2015.710000,26302351,73,26302351,38496438,26302351,1,26302351,0,0,256,2021-06-04.11:28:31
leader_filters.7,26302351,91692858,ac4trim,-1,183.706000,26302351,-1,26302351,6158204,0,0,0,0,0,256,2021-06-04.11:28:36
leader_filters.7,26302351,91692858,fasttrim,-1,336.974000,26302351,-1,26302351,8782847,0,0,0,0,0,512,2021-06-04.11:28:41
leader_filters.7,26302351,91692858,trim,-1,1909.874000,26302351,73,26302351,37734614,26302351,1,26302351,0,0,512,2021-06-04.11:28:47
leader_filters.7,26302351,91692858,ac4trim,-1,179.739000,26302351,-1,26302351,6146857,0,0,0,0,0,512,2021-06-04.11:28:52
leader_filters.7,26302351,91692858,fasttrim,-1,305.199000,26302351,-1,26302351,8585389,0,0,0,0,0,1024,2021-06-04.11:28:57
leader_filters.7,26302351,91692858,trim,-1,1597.938000,26302351,73,26302351,38379966,26302351,1,26302351,0,0,1024,2021-06-04.11:29:03
leader_filters.7,26302351,91692858,ac4trim,-1,255.917000,26302351,-1,26302351,6255027,0,0,0,0,0,1024,2021-06-04.11:29:08
leader_filters.7,26302351,91692858,fasttrim,-1,303.204000,26302351,-1,26302351,8802424,0,0,0,0,0,2048,2021-06-04.11:29:12
leader_filters.7,26302351,91692858,trim,-1,1686.082000,26302351,73,26302351,36931648,26302351,1,26302351,0,0,2048,2021-06-04.11:29:19
leader_filters.7,26302351,91692858,ac4trim,-1,213.256000,26302351,-1,26302351,6259357,0,0,0,0,0,2048,2021-06-04.11:29:24
leader_filters.7,26302351,91692858,fasttrim,-1,283.019000,26302351,-1,26302351,8528884,0,0,0,0,0,4096,2021-06-04.11:29:30
leader_filters.7,26302351,91692858,trim,-1,1510.786000,26302351,73,26302351,36171858,26302351,1,26302351,0,0,4096,2021-06-04.11:29:36
leader_filters.7,26302351,91692858,ac4trim,-1,163.151000,26302351,-1,26302351,6338549,0,0,0,0,0,4096,2021-06-04.11:29:40
leader_filters.7,26302351,91692858,fasttrim,-1,259.577000,26302351,-1,26302351,9045725,0,0,0,0,0,8192,2021-06-04.11:29:45
leader_filters.7,26302351,91692858,trim,-1,1389.871000,26302351,73,26302351,37522320,26302351,1,26302351,0,0,8192,2021-06-04.11:29:51
leader_filters.7,26302351,91692858,ac4trim,-1,286.788000,26302351,-1,26302351,7099295,0,0,0,0,0,8192,2021-06-04.11:29:56
leader_filters.7,26302351,91692858,fasttrim,-1,277.667000,26302351,-1,26302351,9543251,0,0,0,0,0,16384,2021-06-04.11:30:01
leader_filters.7,26302351,91692858,trim,-1,1361.211000,26302351,73,26302351,39884615,26302351,1,26302351,0,0,16384,2021-06-04.11:30:07
leader_filters.7,26302351,91692858,ac4trim,-1,257.249000,26302351,-1,26302351,8068510,0,0,0,0,0,16384,2021-06-04.11:30:12
leader_filters.7,26302351,91692858,fasttrim,-1,282.017000,26302351,-1,26302351,10169333,0,0,0,0,0,32768,2021-06-04.11:30:17
leader_filters.7,26302351,91692858,trim,-1,1505.505000,26302351,73,26302351,34432492,26302351,1,26302351,0,0,32768,2021-06-04.11:30:23
leader_filters.7,26302351,91692858,ac4trim,-1,248.427000,26302351,-1,26302351,9602084,0,0,0,0,0,32768,2021-06-04.11:30:28
leader_filters.7,26302351,91692858,fasttrim,-1,289.691000,26302351,-1,26302351,10169875,0,0,0,0,0,65536,2021-06-04.11:30:33
leader_filters.7,26302351,91692858,trim,-1,1505.060000,26302351,73,26302351,35338773,26302351,1,26302351,0,0,65536,2021-06-04.11:30:39
leader_filters.7,26302351,91692858,ac4trim,-1,370.138000,26302351,-1,26302351,16739217,0,0,0,0,0,65536,2021-06-04.11:30:44
leader_filters.7,26302351,91692858,fasttrim,-1,336.975000,26302351,-1,26302351,9336932,0,0,0,0,0,131072,2021-06-04.11:30:50
leader_filters.7,26302351,91692858,trim,-1,1454.430000,26302351,73,26302351,37543373,26302351,1,26302351,0,0,131072,2021-06-04.11:30:56
leader_filters.7,26302351,91692858,ac4trim,-1,436.496000,26302351,-1,26302351,20605132,0,0,0,0,0,131072,2021-06-04.11:31:01
leader_filters.7,26302351,91692858,fasttrim,-1,389.484000,26302351,-1,26302351,10099997,0,0,0,0,0,262144,2021-06-04.11:31:06
leader_filters.7,26302351,91692858,trim,-1,1408.473000,26302351,73,26302351,38472958,26302351,1,26302351,0,0,262144,2021-06-04.11:31:11
leader_filters.7,26302351,91692858,ac4trim,-1,439.082000,26302351,-1,26302351,22196899,0,0,0,0,0,262144,2021-06-04.11:31:16
leader_filters.7,26302351,91692858,fasttrim,-1,512.321000,26302351,-1,26302351,12921414,0,0,0,0,0,524288,2021-06-04.11:31:22
leader_filters.7,26302351,91692858,trim,-1,1246.984000,26302351,73,26302351,41158512,26302351,1,26302351,0,0,524288,2021-06-04.11:31:28
leader_filters.7,26302351,91692858,ac4trim,-1,425.624000,26302351,-1,26302351,23314032,0,0,0,0,0,524288,2021-06-04.11:31:33
leader_filters.7,26302351,91692858,fasttrim,-1,563.633000,26302351,-1,26302351,21521331,0,0,0,0,0,1048576,2021-06-04.11:31:38
leader_filters.7,26302351,91692858,trim,-1,1383.963000,26302351,73,26302351,51069781,26302351,1,26302351,0,0,1048576,2021-06-04.11:31:44
leader_filters.7,26302351,91692858,ac4trim,-1,589.334000,26302351,-1,26302351,35820023,0,0,0,0,0,1048576,2021-06-04.11:31:49
leader_filters.7,26302351,91692858,fasttrim,-1,4778.087000,26302351,-1,26302351,7434972,0,0,0,0,0,1,2021-06-04.11:31:58
leader_filters.7,26302351,91692858,trim,-1,77063.452000,26302351,73,26302351,41038925,26302351,1,26302351,0,0,1,2021-06-04.11:33:20
leader_filters.7,26302351,91692858,ac4trim,-1,1008.785000,26302351,-1,26302351,6858777,0,0,0,0,0,1,2021-06-04.11:33:26
leader_filters.7,26302351,91692858,fasttrim,-1,3574.029000,26302351,-1,26302351,7436084,0,0,0,0,0,2,2021-06-04.11:33:34
leader_filters.7,26302351,91692858,trim,-1,39444.442000,26302351,73,26302351,40368030,26302351,1,26302351,0,0,2,2021-06-04.11:34:18
leader_filters.7,26302351,91692858,ac4trim,-1,647.288000,26302351,-1,26302351,6970298,0,0,0,0,0,2,2021-06-04.11:34:23
leader_filters.7,26302351,91692858,fasttrim,-1,2627.306000,26302351,-1,26302351,7454414,0,0,0,0,0,4,2021-06-04.11:34:30
leader_filters.7,26302351,91692858,trim,-1,23410.561000,26302351,73,26302351,38332449,26302351,1,26302351,0,0,4,2021-06-04.11:34:58
leader_filters.7,26302351,91692858,ac4trim,-1,389.950000,26302351,-1,26302351,6333308,0,0,0,0,0,4,2021-06-04.11:35:03
leader_filters.7,26302351,91692858,fasttrim,-1,1945.122000,26302351,-1,26302351,7487722,0,0,0,0,0,8,2021-06-04.11:35:10
leader_filters.7,26302351,91692858,trim,-1,13719.976000,26302351,73,26302351,36843088,26302351,1,26302351,0,0,8,2021-06-04.11:35:28
leader_filters.7,26302351,91692858,ac4trim,-1,282.445000,26302351,-1,26302351,6066908,0,0,0,0,0,8,2021-06-04.11:35:33
